AssetId,StableID,UnitNameRu,Category,Event,CandidateId,RawFilePath,RuntimeFilePath,DurationSeconds,SampleRate,BitDepth,Channels,LUFS,PeakDbTP,HeadSilenceMs,TailSilenceMs,Status,QC_Notes
VO_RU_SU_ZapalGrenadier_Damaged_01,SU_ZapalGrenadier,Штурмовик ОШ-4 «Запал»,Infantry,Damaged,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZapalGrenadier/VO_RU_SU_ZapalGrenadier_Damaged_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZapalGrenadier/VO_RU_SU_ZapalGrenadier_Damaged_01.wav,1.615,48000,24,1,-17.01,-2.01,75.0,179.5,PASS,
VO_RU_SU_ZapalGrenadier_Elite_01,SU_ZapalGrenadier,Штурмовик ОШ-4 «Запал»,Infantry,Elite,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZapalGrenadier/VO_RU_SU_ZapalGrenadier_Elite_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZapalGrenadier/VO_RU_SU_ZapalGrenadier_Elite_01.wav,2.025,48000,24,1,-17.06,-2.0,75.0,179.9,PASS,
VO_RU_SU_ZapalGrenadier_Idle_01,SU_ZapalGrenadier,Штурмовик ОШ-4 «Запал»,Infantry,Idle,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZapalGrenadier/VO_RU_SU_ZapalGrenadier_Idle_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZapalGrenadier/VO_RU_SU_ZapalGrenadier_Idle_01.wav,1.853,48000,24,1,-17.06,-2.01,75.0,178.4,PASS,
VO_RU_SU_ZapalGrenadier_Death_01,SU_ZapalGrenadier,Штурмовик ОШ-4 «Запал»,Infantry,Death,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZapalGrenadier/VO_RU_SU_ZapalGrenadier_Death_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZapalGrenadier/VO_RU_SU_ZapalGrenadier_Death_01.wav,1.942,48000,24,1,-17.2,-2.0,75.0,180.0,PASS,
VO_RU_SU_ZaslonAATeam_Selected_01,SU_ZaslonAATeam,Зенитный расчёт ПЗК-9 «Заслон»,Infantry,Selected,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Selected_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Selected_01.wav,1.196,48000,24,1,-17.06,-2.0,75.0,178.7,PASS,
VO_RU_SU_ZaslonAATeam_Move_01,SU_ZaslonAATeam,Зенитный расчёт ПЗК-9 «Заслон»,Infantry,Move,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Move_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Move_01.wav,1.516,48000,24,1,-17.02,-2.01,75.0,178.5,PASS,
VO_RU_SU_ZaslonAATeam_Attack_01,SU_ZaslonAATeam,Зенитный расчёт ПЗК-9 «Заслон»,Infantry,Attack,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Attack_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Attack_01.wav,2.098,48000,24,1,-17.0,-2.14,75.0,179.3,PASS,
VO_RU_SU_ZaslonAATeam_Ability_01,SU_ZaslonAATeam,Зенитный расчёт ПЗК-9 «Заслон»,Infantry,Ability,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Ability_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Ability_01.wav,1.776,48000,24,1,-17.01,-2.02,75.0,178.8,PASS,
VO_RU_SU_ZaslonAATeam_Damaged_01,SU_ZaslonAATeam,Зенитный расчёт ПЗК-9 «Заслон»,Infantry,Damaged,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Damaged_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Damaged_01.wav,1.484,48000,24,1,-17.04,-2.01,75.0,178.2,PASS,
VO_RU_SU_ZaslonAATeam_Elite_01,SU_ZaslonAATeam,Зенитный расчёт ПЗК-9 «Заслон»,Infantry,Elite,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Elite_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Elite_01.wav,1.233,48000,24,1,-17.0,-2.17,75.0,180.0,PASS,
VO_RU_SU_ZaslonAATeam_Idle_01,SU_ZaslonAATeam,Зенитный расчёт ПЗК-9 «Заслон»,Infantry,Idle,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Idle_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Idle_01.wav,1.71,48000,24,1,-17.11,-2.0,75.0,179.9,PASS,
VO_RU_SU_ZaslonAATeam_Death_01,SU_ZaslonAATeam,Зенитный расчёт ПЗК-9 «Заслон»,Infantry,Death,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Death_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_ZaslonAATeam/VO_RU_SU_ZaslonAATeam_Death_01.wav,1.295,48000,24,1,-17.04,-2.05,75.0,178.0,PASS,
VO_RU_SU_MasterEngineer_Selected_01,SU_MasterEngineer,Инженер-сапёр ИС-3 «Мастер»,Infantry,Selected,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Selected_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Selected_01.wav,1.715,48000,24,1,-17.01,-2.12,75.0,179.9,PASS,
VO_RU_SU_MasterEngineer_Move_01,SU_MasterEngineer,Инженер-сапёр ИС-3 «Мастер»,Infantry,Move,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Move_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Move_01.wav,1.355,48000,24,1,-17.0,-2.04,75.0,176.7,PASS,
VO_RU_SU_MasterEngineer_Attack_01,SU_MasterEngineer,Инженер-сапёр ИС-3 «Мастер»,Infantry,Attack,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Attack_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Attack_01.wav,2.61,48000,24,1,-17.05,-2.0,75.0,179.9,PASS,
VO_RU_SU_MasterEngineer_Ability_01,SU_MasterEngineer,Инженер-сапёр ИС-3 «Мастер»,Infantry,Ability,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Ability_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Ability_01.wav,1.695,48000,24,1,-17.02,-2.01,75.0,179.8,PASS,
VO_RU_SU_MasterEngineer_Damaged_01,SU_MasterEngineer,Инженер-сапёр ИС-3 «Мастер»,Infantry,Damaged,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Damaged_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Damaged_01.wav,1.355,48000,24,1,-17.0,-3.52,75.0,177.1,PASS,
VO_RU_SU_MasterEngineer_Elite_01,SU_MasterEngineer,Инженер-сапёр ИС-3 «Мастер»,Infantry,Elite,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Elite_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Elite_01.wav,2.335,48000,24,1,-17.02,-2.02,75.0,173.4,PASS,
VO_RU_SU_MasterEngineer_Idle_01,SU_MasterEngineer,Инженер-сапёр ИС-3 «Мастер»,Infantry,Idle,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Idle_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Idle_01.wav,1.715,48000,24,1,-17.01,-2.02,75.0,177.4,PASS,
VO_RU_SU_MasterEngineer_Death_01,SU_MasterEngineer,Инженер-сапёр ИС-3 «Мастер»,Infantry,Death,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Death_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_MasterEngineer/VO_RU_SU_MasterEngineer_Death_01.wav,1.715,48000,24,1,-17.02,-2.1,75.0,176.7,PASS,
VO_RU_SU_RazryadTrooper_Selected_01,SU_RazryadTrooper,Электроштурмовик ЭШ-8 «Разряд»,Infantry,Selected,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Selected_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Selected_01.wav,1.259,48000,24,1,-17.0,-3.15,75.0,180.0,PASS,
VO_RU_SU_RazryadTrooper_Move_01,SU_RazryadTrooper,Электроштурмовик ЭШ-8 «Разряд»,Infantry,Move,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Move_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Move_01.wav,1.31,48000,24,1,-17.75,-2.0,75.0,176.6,PASS,
VO_RU_SU_RazryadTrooper_Attack_01,SU_RazryadTrooper,Электроштурмовик ЭШ-8 «Разряд»,Infantry,Attack,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Attack_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Attack_01.wav,1.308,48000,24,1,-17.0,-2.3,75.0,179.9,PASS,
VO_RU_SU_RazryadTrooper_Ability_01,SU_RazryadTrooper,Электроштурмовик ЭШ-8 «Разряд»,Infantry,Ability,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Ability_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Ability_01.wav,1.427,48000,24,1,-17.01,-2.01,75.0,180.0,PASS,
VO_RU_SU_RazryadTrooper_Damaged_01,SU_RazryadTrooper,Электроштурмовик ЭШ-8 «Разряд»,Infantry,Damaged,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Damaged_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Damaged_01.wav,1.382,48000,24,1,-17.0,-2.77,75.0,179.9,PASS,
VO_RU_SU_RazryadTrooper_Elite_01,SU_RazryadTrooper,Электроштурмовик ЭШ-8 «Разряд»,Infantry,Elite,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Elite_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Elite_01.wav,1.743,48000,24,1,-17.0,-4.68,75.0,179.3,PASS,
VO_RU_SU_RazryadTrooper_Idle_01,SU_RazryadTrooper,Электроштурмовик ЭШ-8 «Разряд»,Infantry,Idle,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Idle_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Idle_01.wav,3.496,48000,24,1,-17.03,-2.01,75.0,178.4,PASS,
VO_RU_SU_RazryadTrooper_Death_01,SU_RazryadTrooper,Электроштурмовик ЭШ-8 «Разряд»,Infantry,Death,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Death_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_RazryadTrooper/VO_RU_SU_RazryadTrooper_Death_01.wav,2.089,48000,24,1,-17.0,-2.87,75.0,178.2,PASS,
VO_RU_SU_VektorOfficer_Selected_01,SU_VektorOfficer,Офицер связи КС-6 «Вектор»,Infantry,Selected,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Selected_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Selected_01.wav,1.675,48000,24,1,-17.0,-2.01,75.0,178.1,PASS,
VO_RU_SU_VektorOfficer_Move_01,SU_VektorOfficer,Офицер связи КС-6 «Вектор»,Infantry,Move,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Move_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Move_01.wav,1.355,48000,24,1,-17.0,-3.12,75.0,179.9,PASS,
VO_RU_SU_VektorOfficer_Attack_01,SU_VektorOfficer,Офицер связи КС-6 «Вектор»,Infantry,Attack,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Attack_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Attack_01.wav,2.184,48000,24,1,-17.19,-2.0,75.0,180.0,PASS,
VO_RU_SU_VektorOfficer_Ability_01,SU_VektorOfficer,Офицер связи КС-6 «Вектор»,Infantry,Ability,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Ability_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Ability_01.wav,2.316,48000,24,1,-17.0,-2.29,75.0,180.0,PASS,
VO_RU_SU_VektorOfficer_Damaged_01,SU_VektorOfficer,Офицер связи КС-6 «Вектор»,Infantry,Damaged,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Damaged_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Damaged_01.wav,1.337,48000,24,1,-17.01,-2.01,75.0,179.9,PASS,
VO_RU_SU_VektorOfficer_Elite_01,SU_VektorOfficer,Офицер связи КС-6 «Вектор»,Infantry,Elite,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Elite_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Elite_01.wav,1.835,48000,24,1,-17.41,-2.0,75.0,180.0,PASS,
VO_RU_SU_VektorOfficer_Idle_01,SU_VektorOfficer,Офицер связи КС-6 «Вектор»,Infantry,Idle,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Idle_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Idle_01.wav,2.556,48000,24,1,-17.0,-2.57,75.0,179.9,PASS,
VO_RU_SU_VektorOfficer_Death_01,SU_VektorOfficer,Офицер связи КС-6 «Вектор»,Infantry,Death,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Death_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_VektorOfficer/VO_RU_SU_VektorOfficer_Death_01.wav,1.695,48000,24,1,-17.02,-2.02,75.0,179.7,PASS,
VO_RU_SU_BogatyrOreCarrier_Selected_01,SU_BogatyrOreCarrier,Горнорудная машина ГРМ-8 «Богатырь»,Ground Vehicles,Selected,soviet_voxcpm_ru_01,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Raw/SU_BogatyrOreCarrier/VO_RU_SU_BogatyrOreCarrier_Selected_01.wav,/Users/romanmolodyko/Documents/red-alert-4/Audio/Voice/RU/Soviet/Runtime/SU_BogatyrOreCarrier/VO_RU_SU_BogatyrOreCarrier_Selected_01.wav,1.684,48000,24,1,-17.01,-2.07,75.0,179.4,PASS,
