AssetId,Faction,VoiceId,EventTag,CandidateId,OutputFile,DurationSeconds,SampleRate,BitDepth,LUFS,PeakDb,Status,QC_Notes
VO_EVA_CH_STRUCTURE_SOLD_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_STRUCTURE_SOLD_02.wav,3.001,48000,24,-18.01,-1.96,PASS,
VO_EVA_CH_HERO_LOST_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_HERO_LOST_01.wav,3.147,48000,24,-18.0,-2.4,PASS,
VO_EVA_CH_FACTION_RESOURCE_CRITICAL_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_FACTION_RESOURCE_CRITICAL_02.wav,6.261,48000,24,-18.04,-1.71,PASS,
VO_Chrono_EVA_PlayerDefeat,Chrono,,PlayerDefeat,,Content/RA4/Audio/EVA/Processed/Chrono/VO_Chrono_EVA_PlayerDefeat.wav,3.746,48000,24,-18.49,-1.92,PASS,
VO_EVA_CH_STRUCTURE_SOLD_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_STRUCTURE_SOLD_01.wav,2.087,48000,24,-18.02,-2.3,PASS,
VO_Chrono_EVA_NuclearLaunchDetected,Chrono,,NuclearLaunchDetected,,Content/RA4/Audio/EVA/Processed/Chrono/VO_Chrono_EVA_NuclearLaunchDetected.wav,4.05,48000,24,-18.44,-1.92,PASS,
VO_EVA_CH_STEALTH_UNIT_DETECTED_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_STEALTH_UNIT_DETECTED_03.wav,3.966,48000,24,-18.01,-1.94,PASS,
VO_EVA_CH_HARVESTER_UNDER_ATTACK_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_HARVESTER_UNDER_ATTACK_02.wav,3.572,48000,24,-18.02,-1.92,PASS,
VO_EVA_CH_POWER_LOW_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_POWER_LOW_02.wav,5.262,48000,24,-18.06,-1.61,PASS,
VO_EVA_CH_BUILDING_UNDER_ATTACK_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_BUILDING_UNDER_ATTACK_02.wav,3.245,48000,24,-18.0,-1.25,PASS,
VO_EVA_CH_SUPERWEAPON_COUNTDOWN_STARTED_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_SUPERWEAPON_COUNTDOWN_STARTED_02.wav,4.582,48000,24,-18.0,-3.27,PASS,
VO_EVA_CH_UNIT_READY_GENERIC_04,Chrono,,04,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_UNIT_READY_GENERIC_04.wav,2.762,48000,24,-18.0,-1.86,PASS,
VO_EVA_CH_BASE_UNDER_ATTACK_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_BASE_UNDER_ATTACK_01.wav,3.684,48000,24,-18.0,-1.67,PASS,
VO_EVA_CH_SUPERWEAPON_COUNTDOWN_STARTED_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_SUPERWEAPON_COUNTDOWN_STARTED_03.wav,2.873,48000,24,-18.0,-1.81,PASS,
VO_EVA_CH_BUILDING_UNDER_ATTACK_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_BUILDING_UNDER_ATTACK_03.wav,3.124,48000,24,-18.04,-1.92,PASS,
VO_EVA_CH_MATCH_VICTORY_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_MATCH_VICTORY_02.wav,6.159,48000,24,-18.02,-1.67,PASS,
VO_EVA_CH_POWER_LOW_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_POWER_LOW_03.wav,3.681,48000,24,-18.0,-3.35,PASS,
VO_EVA_CH_VEHICLE_READY_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_VEHICLE_READY_01.wav,3.527,48000,24,-18.0,-2.86,PASS,
VO_EVA_CH_HARVESTER_UNDER_ATTACK_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_HARVESTER_UNDER_ATTACK_03.wav,3.406,48000,24,-18.0,-2.38,PASS,
VO_EVA_CH_STEALTH_UNIT_DETECTED_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_STEALTH_UNIT_DETECTED_02.wav,3.489,48000,24,-18.01,-1.95,PASS,
VO_EVA_CH_HARVESTER_UNDER_ATTACK_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_HARVESTER_UNDER_ATTACK_01.wav,2.277,48000,24,-18.0,-3.26,PASS,
VO_EVA_CH_VEHICLE_READY_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_VEHICLE_READY_03.wav,2.618,48000,24,-18.02,-1.92,PASS,
VO_EVA_CH_POWER_LOW_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_POWER_LOW_01.wav,3.581,48000,24,-18.0,-1.97,PASS,
VO_EVA_CH_BUILDING_UNDER_ATTACK_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_BUILDING_UNDER_ATTACK_01.wav,3.002,48000,24,-18.0,-1.92,PASS,
VO_EVA_CH_SUPERWEAPON_COUNTDOWN_STARTED_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_SUPERWEAPON_COUNTDOWN_STARTED_01.wav,3.775,48000,24,-18.0,-2.99,PASS,
VO_Chrono_EVA_BaseUnderAttack,Chrono,,BaseUnderAttack,,Content/RA4/Audio/EVA/Processed/Chrono/VO_Chrono_EVA_BaseUnderAttack.wav,4.83,48000,24,-18.26,-1.92,PASS,
VO_EVA_CH_BASE_UNDER_ATTACK_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_BASE_UNDER_ATTACK_03.wav,3.747,48000,24,-18.02,-1.97,PASS,
VO_EVA_CH_BASE_UNDER_ATTACK_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_BASE_UNDER_ATTACK_02.wav,3.691,48000,24,-18.0,-2.98,PASS,
VO_EVA_CH_MATCH_VICTORY_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_MATCH_VICTORY_01.wav,2.584,48000,24,-18.0,-3.41,PASS,
VO_EVA_CH_VEHICLE_READY_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_VEHICLE_READY_02.wav,3.468,48000,24,-18.0,-1.03,PASS,
VO_EVA_CH_STEALTH_UNIT_DETECTED_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_STEALTH_UNIT_DETECTED_01.wav,3.283,48000,24,-18.01,-2.33,PASS,
VO_EVA_CH_HARVESTER_UNDER_ATTACK_04,Chrono,,04,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_HARVESTER_UNDER_ATTACK_04.wav,3.92,48000,24,-18.0,-2.09,PASS,
VO_EVA_CH_POWER_LOW_04,Chrono,,04,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_POWER_LOW_04.wav,3.41,48000,24,-18.01,-2.02,PASS,
VO_EVA_CH_SUPERWEAPON_READY_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_SUPERWEAPON_READY_01.wav,2.798,48000,24,-18.0,-2.14,PASS,
VO_EVA_CH_UNIT_READY_GENERIC_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_UNIT_READY_GENERIC_02.wav,2.665,48000,24,-18.0,-2.45,PASS,
VO_EVA_CH_UNIT_READY_GENERIC_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_UNIT_READY_GENERIC_03.wav,3.256,48000,24,-18.0,-3.43,PASS,
VO_EVA_CH_RADAR_OFFLINE_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_RADAR_OFFLINE_01.wav,5.442,48000,24,-18.01,-2.08,PASS,
VO_EVA_CH_STEALTH_UNIT_DETECTED_04,Chrono,,04,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_STEALTH_UNIT_DETECTED_04.wav,3.116,48000,24,-18.0,-3.8,PASS,
VO_EVA_CH_SUPERWEAPON_READY_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_SUPERWEAPON_READY_02.wav,3.111,48000,24,-18.01,-2.02,PASS,
VO_EVA_CH_RADAR_OFFLINE_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_RADAR_OFFLINE_03.wav,2.323,48000,24,-18.04,-1.95,PASS,
VO_EVA_CH_UNIT_READY_GENERIC_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_UNIT_READY_GENERIC_01.wav,3.106,48000,24,-18.0,-3.76,PASS,
VO_EVA_CH_BASE_UNDER_ATTACK_04,Chrono,,04,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_BASE_UNDER_ATTACK_04.wav,3.282,48000,24,-18.0,-2.79,PASS,
VO_EVA_CH_RADAR_OFFLINE_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_RADAR_OFFLINE_02.wav,2.56,48000,24,-18.02,-2.14,PASS,
VO_EVA_CH_SUPERWEAPON_READY_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_SUPERWEAPON_READY_03.wav,3.467,48000,24,-18.0,-1.74,PASS,
VO_EVA_CH_VEHICLE_READY_04,Chrono,,04,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_VEHICLE_READY_04.wav,2.814,48000,24,-18.0,-2.93,PASS,
VO_EVA_CH_INSUFFICIENT_FUNDS_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_INSUFFICIENT_FUNDS_03.wav,3.988,48000,24,-18.02,-1.92,PASS,
VO_EVA_CH_ENEMY_SUPERWEAPON_FIRED_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_ENEMY_SUPERWEAPON_FIRED_01.wav,6.105,48000,24,-18.0,-1.47,PASS,
VO_EVA_CH_NAVAL_UNIT_READY_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_NAVAL_UNIT_READY_02.wav,2.42,48000,24,-18.0,-1.8,PASS,
VO_EVA_CH_AIRCRAFT_READY_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_AIRCRAFT_READY_02.wav,3.353,48000,24,-18.01,-1.93,PASS,
VO_EVA_CH_AIRCRAFT_READY_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_AIRCRAFT_READY_03.wav,3.346,48000,24,-18.0,-1.6,PASS,
VO_EVA_CH_COMMAND_CAP_REACHED_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_COMMAND_CAP_REACHED_01.wav,3.691,48000,24,-18.0,-1.81,PASS,
VO_EVA_CH_NAVAL_UNIT_READY_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_NAVAL_UNIT_READY_03.wav,3.45,48000,24,-18.0,-1.84,PASS,
VO_EVA_CH_INSUFFICIENT_FUNDS_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_INSUFFICIENT_FUNDS_02.wav,4.734,48000,24,-18.06,-1.93,PASS,
VO_EVA_CH_ENEMY_SUPERWEAPON_FIRED_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_ENEMY_SUPERWEAPON_FIRED_02.wav,3.98,48000,24,-18.01,-1.97,PASS,
VO_EVA_CH_NAVAL_UNIT_READY_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_NAVAL_UNIT_READY_01.wav,3.267,48000,24,-18.0,-2.17,PASS,
VO_EVA_CH_COMMAND_CAP_REACHED_03,Chrono,,03,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_COMMAND_CAP_REACHED_03.wav,3.606,48000,24,-18.0,-3.56,PASS,
VO_EVA_CH_AIRCRAFT_READY_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_AIRCRAFT_READY_01.wav,3.616,48000,24,-18.0,-2.15,PASS,
VO_EVA_CH_COMMAND_CAP_REACHED_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_COMMAND_CAP_REACHED_02.wav,5.53,48000,24,-18.0,-1.17,PASS,
VO_Chrono_EVA_PlayerVictory,Chrono,,PlayerVictory,,Content/RA4/Audio/EVA/Processed/Chrono/VO_Chrono_EVA_PlayerVictory.wav,4.05,48000,24,-18.44,-1.92,PASS,
VO_EVA_CH_INSUFFICIENT_FUNDS_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_INSUFFICIENT_FUNDS_01.wav,3.224,48000,24,-18.0,-2.88,PASS,
VO_EVA_CH_NAVAL_UNIT_READY_04,Chrono,,04,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_NAVAL_UNIT_READY_04.wav,2.354,48000,24,-18.0,-1.33,PASS,
VO_EVA_CH_MATCH_DEFEAT_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_MATCH_DEFEAT_01.wav,3.224,48000,24,-18.0,-3.03,PASS,
VO_EVA_CH_AIRCRAFT_READY_04,Chrono,,04,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_AIRCRAFT_READY_04.wav,3.565,48000,24,-18.0,-1.93,PASS,
VO_Chrono_EVA_ChronoRiftDetected,Chrono,,ChronoRiftDetected,,Content/RA4/Audio/EVA/Processed/Chrono/VO_Chrono_EVA_ChronoRiftDetected.wav,4.153,48000,24,-18.38,-1.92,PASS,
VO_EVA_CH_COMMAND_CENTER_DESTROYED_01,Chrono,,01,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_COMMAND_CENTER_DESTROYED_01.wav,3.509,48000,24,-18.0,-2.82,PASS,
VO_EVA_CH_INSUFFICIENT_FUNDS_04,Chrono,,04,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_INSUFFICIENT_FUNDS_04.wav,3.825,48000,24,-18.05,-1.92,PASS,
VO_EVA_CH_MATCH_DEFEAT_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_MATCH_DEFEAT_02.wav,5.343,48000,24,-18.01,-1.93,PASS,
VO_EVA_CH_COMMAND_CAP_REACHED_04,Chrono,,04,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_COMMAND_CAP_REACHED_04.wav,2.023,48000,24,-18.0,-1.93,PASS,
VO_EVA_CH_COMMAND_CENTER_DESTROYED_02,Chrono,,02,,Content/RA4/Audio/EVA/Processed/Chrono/VO_EVA_CH_COMMAND_CENTER_DESTROYED_02.wav,2.266,48000,24,-18.0,-4.44,PASS,
VO_EVA_AL_OWN_SUPERWEAPON_FIRED_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_OWN_SUPERWEAPON_FIRED_01.wav,2.929,48000,24,-18.01,-1.96,PASS,
VO_EVA_AL_HERO_LOST_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_HERO_LOST_01.wav,2.636,48000,24,-18.0,-1.24,PASS,
VO_EVA_AL_INFANTRY_READY_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_INFANTRY_READY_01.wav,2.783,48000,24,-18.01,-1.95,PASS,
VO_EVA_AL_CONSTRUCTION_COMPLETE_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_CONSTRUCTION_COMPLETE_04.wav,2.48,48000,24,-18.02,-1.94,PASS,
VO_Alliance_EVA_NuclearLaunchDetected,Alliance,,NuclearLaunchDetected,,Content/RA4/Audio/EVA/Processed/Alliance/VO_Alliance_EVA_NuclearLaunchDetected.wav,4.451,48000,24,-18.56,-1.92,PASS,
VO_EVA_AL_OWN_SUPERWEAPON_FIRED_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_OWN_SUPERWEAPON_FIRED_02.wav,3.198,48000,24,-18.0,-1.38,PASS,
VO_EVA_AL_HERO_LOST_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_HERO_LOST_02.wav,4.319,48000,24,-18.02,-1.96,PASS,
VO_EVA_AL_NAVAL_UNIT_READY_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_NAVAL_UNIT_READY_04.wav,2.173,48000,24,-18.0,-1.16,PASS,
VO_EVA_AL_INFANTRY_READY_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_INFANTRY_READY_02.wav,2.274,48000,24,-18.0,-1.67,PASS,
VO_EVA_AL_INFANTRY_READY_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_INFANTRY_READY_03.wav,1.828,48000,24,-18.0,-1.28,PASS,
VO_EVA_AL_FACTION_ABILITY_ACTIVATED_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_FACTION_ABILITY_ACTIVATED_03.wav,2.824,48000,24,-18.01,-1.94,PASS,
VO_EVA_AL_FACTION_ABILITY_READY_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_FACTION_ABILITY_READY_01.wav,2.431,48000,24,-18.03,-1.99,PASS,
VO_EVA_AL_NAVAL_UNIT_READY_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_NAVAL_UNIT_READY_01.wav,2.67,48000,24,-18.0,-1.85,PASS,
