SoundWaveName,SourceFile,FactionTag,UnitTag,EventTag,SubtitleKey,Priority,CooldownSeconds,Weight,ConcurrencyGroup
VO_EVA_Soviet_Base_UnderAttack_01,GeneratedVO/EVA/Soviet/VO_EVA_Soviet_Base_UnderAttack_01.wav,Soviet,EVA,Base.UnderAttack,EVA_Soviet_Base_UnderAttack_01,80,5,1.0,eva_Soviet
VO_EVA_Soviet_Game_Start_01,GeneratedVO/EVA/Soviet/VO_EVA_Soviet_Game_Start_01.wav,Soviet,EVA,Game.Start,EVA_Soviet_Game_Start_01,70,5,1.0,eva_Soviet
VO_EVA_Soviet_Player_Victory_01,GeneratedVO/EVA/Soviet/VO_EVA_Soviet_Player_Victory_01.wav,Soviet,EVA,Player.Victory,EVA_Soviet_Player_Victory_01,90,5,1.0,eva_Soviet
VO_EVA_Soviet_Resources_Low_01,GeneratedVO/EVA/Soviet/VO_EVA_Soviet_Resources_Low_01.wav,Soviet,EVA,Resources.Low,EVA_Soviet_Resources_Low_01,55,5,1.0,eva_Soviet
VO_EVA_Soviet_Unit_Ready_01,GeneratedVO/EVA/Soviet/VO_EVA_Soviet_Unit_Ready_01.wav,Soviet,EVA,Unit.Ready,EVA_Soviet_Unit_Ready_01,50,5,1.0,eva_Soviet
VO_Chrono_Captain_Attack_01,GeneratedVO/Units/Chrono/VO_Chrono_Captain_Attack_01.wav,Chrono,Chrono_Captain,Attack,Chrono_Captain_Attack_01,22,5,1.0,unit_Chrono
VO_Chrono_Captain_CannotComply_01,GeneratedVO/Units/Chrono/VO_Chrono_Captain_CannotComply_01.wav,Chrono,Chrono_Captain,CannotComply,Chrono_Captain_CannotComply_01,20,5,1.0,unit_Chrono
VO_Chrono_Captain_Death_01,GeneratedVO/Units/Chrono/VO_Chrono_Captain_Death_01.wav,Chrono,Chrono_Captain,Death,Chrono_Captain_Death_01,25,0,1.0,unit_Chrono
VO_Chrono_Captain_Move_01,GeneratedVO/Units/Chrono/VO_Chrono_Captain_Move_01.wav,Chrono,Chrono_Captain,Move,Chrono_Captain_Move_01,18,5,1.0,unit_Chrono
VO_Chrono_Captain_Selected_01,GeneratedVO/Units/Chrono/VO_Chrono_Captain_Selected_01.wav,Chrono,Chrono_Captain,Selected,Chrono_Captain_Selected_01,30,5,1.0,unit_Chrono
VO_Chrono_Fighter_Ability_Activate_01,GeneratedVO/Units/Chrono/VO_Chrono_Fighter_Ability_Activate_01.wav,Chrono,Chrono_Fighter,Ability.Activate,Chrono_Fighter_Ability_Activate_01,25,5,1.0,unit_Chrono
VO_Chrono_Fighter_Attack_Air_01,GeneratedVO/Units/Chrono/VO_Chrono_Fighter_Attack_Air_01.wav,Chrono,Chrono_Fighter,Attack.Air,Chrono_Fighter_Attack_Air_01,25,5,1.0,unit_Chrono
VO_Chrono_Fighter_Death_01,GeneratedVO/Units/Chrono/VO_Chrono_Fighter_Death_01.wav,Chrono,Chrono_Fighter,Death,Chrono_Fighter_Death_01,25,0,1.0,unit_Chrono
VO_Chrono_Fighter_EnemyDestroyed_01,GeneratedVO/Units/Chrono/VO_Chrono_Fighter_EnemyDestroyed_01.wav,Chrono,Chrono_Fighter,EnemyDestroyed,Chrono_Fighter_EnemyDestroyed_01,22,5,1.0,unit_Chrono
VO_Chrono_Fighter_Selected_01,GeneratedVO/Units/Chrono/VO_Chrono_Fighter_Selected_01.wav,Chrono,Chrono_Fighter,Selected,Chrono_Fighter_Selected_01,30,5,1.0,unit_Chrono
VO_Chrono_MainTank_Attack_01,GeneratedVO/Units/Chrono/VO_Chrono_MainTank_Attack_01.wav,Chrono,Chrono_MainTank,Attack,Chrono_MainTank_Attack_01,22,5,1.0,unit_Chrono
VO_Chrono_MainTank_Attack_Building_01,GeneratedVO/Units/Chrono/VO_Chrono_MainTank_Attack_Building_01.wav,Chrono,Chrono_MainTank,Attack.Building,Chrono_MainTank_Attack_Building_01,25,5,1.0,unit_Chrono
VO_Chrono_MainTank_CriticalDamage_01,GeneratedVO/Units/Chrono/VO_Chrono_MainTank_CriticalDamage_01.wav,Chrono,Chrono_MainTank,CriticalDamage,Chrono_MainTank_CriticalDamage_01,45,0,1.0,unit_Chrono
VO_Chrono_MainTank_Damaged_01,GeneratedVO/Units/Chrono/VO_Chrono_MainTank_Damaged_01.wav,Chrono,Chrono_MainTank,Damaged,Chrono_MainTank_Damaged_01,25,5,1.0,unit_Chrono
VO_Chrono_MainTank_Selected_01,GeneratedVO/Units/Chrono/VO_Chrono_MainTank_Selected_01.wav,Chrono,Chrono_MainTank,Selected,Chrono_MainTank_Selected_01,30,5,1.0,unit_Chrono
VO_Chrono_Rifleman_Attack_01,GeneratedVO/Units/Chrono/VO_Chrono_Rifleman_Attack_01.wav,Chrono,Chrono_Rifleman,Attack,Chrono_Rifleman_Attack_01,22,5,1.0,unit_Chrono
VO_Chrono_Rifleman_EnemyDestroyed_01,GeneratedVO/Units/Chrono/VO_Chrono_Rifleman_EnemyDestroyed_01.wav,Chrono,Chrono_Rifleman,EnemyDestroyed,Chrono_Rifleman_EnemyDestroyed_01,22,5,1.0,unit_Chrono
VO_Chrono_Rifleman_Idle_01,GeneratedVO/Units/Chrono/VO_Chrono_Rifleman_Idle_01.wav,Chrono,Chrono_Rifleman,Idle,Chrono_Rifleman_Idle_01,10,5,1.0,unit_Chrono
VO_Chrono_Rifleman_Move_01,GeneratedVO/Units/Chrono/VO_Chrono_Rifleman_Move_01.wav,Chrono,Chrono_Rifleman,Move,Chrono_Rifleman_Move_01,18,5,1.0,unit_Chrono
VO_Chrono_Rifleman_Selected_01,GeneratedVO/Units/Chrono/VO_Chrono_Rifleman_Selected_01.wav,Chrono,Chrono_Rifleman,Selected,Chrono_Rifleman_Selected_01,30,5,1.0,unit_Chrono
VO_Alliance_Captain_Attack_01,GeneratedVO/Units/Alliance/VO_Alliance_Captain_Attack_01.wav,Alliance,Alliance_Captain,Attack,Alliance_Captain_Attack_01,22,5,1.0,unit_Alliance
VO_Alliance_Captain_CannotComply_01,GeneratedVO/Units/Alliance/VO_Alliance_Captain_CannotComply_01.wav,Alliance,Alliance_Captain,CannotComply,Alliance_Captain_CannotComply_01,20,5,1.0,unit_Alliance
VO_Alliance_Captain_Death_01,GeneratedVO/Units/Alliance/VO_Alliance_Captain_Death_01.wav,Alliance,Alliance_Captain,Death,Alliance_Captain_Death_01,25,0,1.0,unit_Alliance
VO_Alliance_Captain_Move_01,GeneratedVO/Units/Alliance/VO_Alliance_Captain_Move_01.wav,Alliance,Alliance_Captain,Move,Alliance_Captain_Move_01,18,5,1.0,unit_Alliance
VO_Alliance_Captain_Selected_01,GeneratedVO/Units/Alliance/VO_Alliance_Captain_Selected_01.wav,Alliance,Alliance_Captain,Selected,Alliance_Captain_Selected_01,30,5,1.0,unit_Alliance
VO_Alliance_Fighter_Ability_Activate_01,GeneratedVO/Units/Alliance/VO_Alliance_Fighter_Ability_Activate_01.wav,Alliance,Alliance_Fighter,Ability.Activate,Alliance_Fighter_Ability_Activate_01,25,5,1.0,unit_Alliance
VO_Alliance_Fighter_Attack_Air_01,GeneratedVO/Units/Alliance/VO_Alliance_Fighter_Attack_Air_01.wav,Alliance,Alliance_Fighter,Attack.Air,Alliance_Fighter_Attack_Air_01,25,5,1.0,unit_Alliance
VO_Alliance_Fighter_Death_01,GeneratedVO/Units/Alliance/VO_Alliance_Fighter_Death_01.wav,Alliance,Alliance_Fighter,Death,Alliance_Fighter_Death_01,25,0,1.0,unit_Alliance
VO_Alliance_Fighter_EnemyDestroyed_01,GeneratedVO/Units/Alliance/VO_Alliance_Fighter_EnemyDestroyed_01.wav,Alliance,Alliance_Fighter,EnemyDestroyed,Alliance_Fighter_EnemyDestroyed_01,22,5,1.0,unit_Alliance
VO_Alliance_Fighter_Selected_01,GeneratedVO/Units/Alliance/VO_Alliance_Fighter_Selected_01.wav,Alliance,Alliance_Fighter,Selected,Alliance_Fighter_Selected_01,30,5,1.0,unit_Alliance
VO_Alliance_MainTank_Attack_01,GeneratedVO/Units/Alliance/VO_Alliance_MainTank_Attack_01.wav,Alliance,Alliance_MainTank,Attack,Alliance_MainTank_Attack_01,22,5,1.0,unit_Alliance
VO_Alliance_MainTank_Attack_Building_01,GeneratedVO/Units/Alliance/VO_Alliance_MainTank_Attack_Building_01.wav,Alliance,Alliance_MainTank,Attack.Building,Alliance_MainTank_Attack_Building_01,25,5,1.0,unit_Alliance
VO_Alliance_MainTank_CriticalDamage_01,GeneratedVO/Units/Alliance/VO_Alliance_MainTank_CriticalDamage_01.wav,Alliance,Alliance_MainTank,CriticalDamage,Alliance_MainTank_CriticalDamage_01,45,0,1.0,unit_Alliance
VO_Alliance_MainTank_Damaged_01,GeneratedVO/Units/Alliance/VO_Alliance_MainTank_Damaged_01.wav,Alliance,Alliance_MainTank,Damaged,Alliance_MainTank_Damaged_01,25,5,1.0,unit_Alliance
VO_Alliance_MainTank_Selected_01,GeneratedVO/Units/Alliance/VO_Alliance_MainTank_Selected_01.wav,Alliance,Alliance_MainTank,Selected,Alliance_MainTank_Selected_01,30,5,1.0,unit_Alliance
VO_Alliance_Rifleman_Attack_01,GeneratedVO/Units/Alliance/VO_Alliance_Rifleman_Attack_01.wav,Alliance,Alliance_Rifleman,Attack,Alliance_Rifleman_Attack_01,22,5,1.0,unit_Alliance
VO_Alliance_Rifleman_EnemyDestroyed_01,GeneratedVO/Units/Alliance/VO_Alliance_Rifleman_EnemyDestroyed_01.wav,Alliance,Alliance_Rifleman,EnemyDestroyed,Alliance_Rifleman_EnemyDestroyed_01,22,5,1.0,unit_Alliance
VO_Alliance_Rifleman_Idle_01,GeneratedVO/Units/Alliance/VO_Alliance_Rifleman_Idle_01.wav,Alliance,Alliance_Rifleman,Idle,Alliance_Rifleman_Idle_01,10,5,1.0,unit_Alliance
VO_Alliance_Rifleman_Move_01,GeneratedVO/Units/Alliance/VO_Alliance_Rifleman_Move_01.wav,Alliance,Alliance_Rifleman,Move,Alliance_Rifleman_Move_01,18,5,1.0,unit_Alliance
VO_Alliance_Rifleman_Selected_01,GeneratedVO/Units/Alliance/VO_Alliance_Rifleman_Selected_01.wav,Alliance,Alliance_Rifleman,Selected,Alliance_Rifleman_Selected_01,30,5,1.0,unit_Alliance
VO_Coalition_Captain_Attack_01,GeneratedVO/Units/Coalition/VO_Coalition_Captain_Attack_01.wav,Coalition,Coalition_Captain,Attack,Coalition_Captain_Attack_01,22,5,1.0,unit_Coalition
VO_Coalition_Captain_CannotComply_01,GeneratedVO/Units/Coalition/VO_Coalition_Captain_CannotComply_01.wav,Coalition,Coalition_Captain,CannotComply,Coalition_Captain_CannotComply_01,20,5,1.0,unit_Coalition
VO_Coalition_Captain_Death_01,GeneratedVO/Units/Coalition/VO_Coalition_Captain_Death_01.wav,Coalition,Coalition_Captain,Death,Coalition_Captain_Death_01,25,0,1.0,unit_Coalition
VO_Coalition_Captain_Move_01,GeneratedVO/Units/Coalition/VO_Coalition_Captain_Move_01.wav,Coalition,Coalition_Captain,Move,Coalition_Captain_Move_01,18,5,1.0,unit_Coalition
VO_Coalition_Captain_Selected_01,GeneratedVO/Units/Coalition/VO_Coalition_Captain_Selected_01.wav,Coalition,Coalition_Captain,Selected,Coalition_Captain_Selected_01,30,5,1.0,unit_Coalition
VO_Coalition_Fighter_Ability_Activate_01,GeneratedVO/Units/Coalition/VO_Coalition_Fighter_Ability_Activate_01.wav,Coalition,Coalition_Fighter,Ability.Activate,Coalition_Fighter_Ability_Activate_01,25,5,1.0,unit_Coalition
VO_Coalition_Fighter_Attack_Air_01,GeneratedVO/Units/Coalition/VO_Coalition_Fighter_Attack_Air_01.wav,Coalition,Coalition_Fighter,Attack.Air,Coalition_Fighter_Attack_Air_01,25,5,1.0,unit_Coalition
VO_Coalition_Fighter_Death_01,GeneratedVO/Units/Coalition/VO_Coalition_Fighter_Death_01.wav,Coalition,Coalition_Fighter,Death,Coalition_Fighter_Death_01,25,0,1.0,unit_Coalition
VO_Coalition_Fighter_EnemyDestroyed_01,GeneratedVO/Units/Coalition/VO_Coalition_Fighter_EnemyDestroyed_01.wav,Coalition,Coalition_Fighter,EnemyDestroyed,Coalition_Fighter_EnemyDestroyed_01,22,5,1.0,unit_Coalition
VO_Coalition_Fighter_Selected_01,GeneratedVO/Units/Coalition/VO_Coalition_Fighter_Selected_01.wav,Coalition,Coalition_Fighter,Selected,Coalition_Fighter_Selected_01,30,5,1.0,unit_Coalition
VO_Coalition_MainTank_Attack_01,GeneratedVO/Units/Coalition/VO_Coalition_MainTank_Attack_01.wav,Coalition,Coalition_MainTank,Attack,Coalition_MainTank_Attack_01,22,5,1.0,unit_Coalition
VO_Coalition_MainTank_Attack_Building_01,GeneratedVO/Units/Coalition/VO_Coalition_MainTank_Attack_Building_01.wav,Coalition,Coalition_MainTank,Attack.Building,Coalition_MainTank_Attack_Building_01,25,5,1.0,unit_Coalition
VO_Coalition_MainTank_CriticalDamage_01,GeneratedVO/Units/Coalition/VO_Coalition_MainTank_CriticalDamage_01.wav,Coalition,Coalition_MainTank,CriticalDamage,Coalition_MainTank_CriticalDamage_01,45,0,1.0,unit_Coalition
VO_Coalition_MainTank_Damaged_01,GeneratedVO/Units/Coalition/VO_Coalition_MainTank_Damaged_01.wav,Coalition,Coalition_MainTank,Damaged,Coalition_MainTank_Damaged_01,25,5,1.0,unit_Coalition
VO_Coalition_MainTank_Selected_01,GeneratedVO/Units/Coalition/VO_Coalition_MainTank_Selected_01.wav,Coalition,Coalition_MainTank,Selected,Coalition_MainTank_Selected_01,30,5,1.0,unit_Coalition
VO_Coalition_Rifleman_Attack_01,GeneratedVO/Units/Coalition/VO_Coalition_Rifleman_Attack_01.wav,Coalition,Coalition_Rifleman,Attack,Coalition_Rifleman_Attack_01,22,5,1.0,unit_Coalition
VO_Coalition_Rifleman_EnemyDestroyed_01,GeneratedVO/Units/Coalition/VO_Coalition_Rifleman_EnemyDestroyed_01.wav,Coalition,Coalition_Rifleman,EnemyDestroyed,Coalition_Rifleman_EnemyDestroyed_01,22,5,1.0,unit_Coalition
VO_Coalition_Rifleman_Idle_01,GeneratedVO/Units/Coalition/VO_Coalition_Rifleman_Idle_01.wav,Coalition,Coalition_Rifleman,Idle,Coalition_Rifleman_Idle_01,10,5,1.0,unit_Coalition
VO_Coalition_Rifleman_Move_01,GeneratedVO/Units/Coalition/VO_Coalition_Rifleman_Move_01.wav,Coalition,Coalition_Rifleman,Move,Coalition_Rifleman_Move_01,18,5,1.0,unit_Coalition
VO_Coalition_Rifleman_Selected_01,GeneratedVO/Units/Coalition/VO_Coalition_Rifleman_Selected_01.wav,Coalition,Coalition_Rifleman,Selected,Coalition_Rifleman_Selected_01,30,5,1.0,unit_Coalition
VO_USSR_Captain_Attack_01,GeneratedVO/Units/Soviet/VO_USSR_Captain_Attack_01.wav,Soviet,USSR_Captain,Attack,USSR_Captain_Attack_01,22,5,1.0,unit_Soviet
VO_USSR_Captain_CannotComply_01,GeneratedVO/Units/Soviet/VO_USSR_Captain_CannotComply_01.wav,Soviet,USSR_Captain,CannotComply,USSR_Captain_CannotComply_01,20,5,1.0,unit_Soviet
VO_USSR_Captain_Death_01,GeneratedVO/Units/Soviet/VO_USSR_Captain_Death_01.wav,Soviet,USSR_Captain,Death,USSR_Captain_Death_01,25,0,1.0,unit_Soviet
VO_USSR_Captain_Move_01,GeneratedVO/Units/Soviet/VO_USSR_Captain_Move_01.wav,Soviet,USSR_Captain,Move,USSR_Captain_Move_01,18,5,1.0,unit_Soviet
VO_USSR_Captain_Selected_01,GeneratedVO/Units/Soviet/VO_USSR_Captain_Selected_01.wav,Soviet,USSR_Captain,Selected,USSR_Captain_Selected_01,30,5,1.0,unit_Soviet
VO_USSR_Fighter_Ability_Activate_01,GeneratedVO/Units/Soviet/VO_USSR_Fighter_Ability_Activate_01.wav,Soviet,USSR_Fighter,Ability.Activate,USSR_Fighter_Ability_Activate_01,25,5,1.0,unit_Soviet
VO_USSR_Fighter_Attack_Air_01,GeneratedVO/Units/Soviet/VO_USSR_Fighter_Attack_Air_01.wav,Soviet,USSR_Fighter,Attack.Air,USSR_Fighter_Attack_Air_01,25,5,1.0,unit_Soviet
VO_USSR_Fighter_Death_01,GeneratedVO/Units/Soviet/VO_USSR_Fighter_Death_01.wav,Soviet,USSR_Fighter,Death,USSR_Fighter_Death_01,25,0,1.0,unit_Soviet
VO_USSR_Fighter_EnemyDestroyed_01,GeneratedVO/Units/Soviet/VO_USSR_Fighter_EnemyDestroyed_01.wav,Soviet,USSR_Fighter,EnemyDestroyed,USSR_Fighter_EnemyDestroyed_01,22,5,1.0,unit_Soviet
VO_USSR_Fighter_Selected_01,GeneratedVO/Units/Soviet/VO_USSR_Fighter_Selected_01.wav,Soviet,USSR_Fighter,Selected,USSR_Fighter_Selected_01,30,5,1.0,unit_Soviet
VO_USSR_MainTank_Attack_01,GeneratedVO/Units/Soviet/VO_USSR_MainTank_Attack_01.wav,Soviet,USSR_MainTank,Attack,USSR_MainTank_Attack_01,22,5,1.0,unit_Soviet
VO_USSR_MainTank_Attack_Building_01,GeneratedVO/Units/Soviet/VO_USSR_MainTank_Attack_Building_01.wav,Soviet,USSR_MainTank,Attack.Building,USSR_MainTank_Attack_Building_01,25,5,1.0,unit_Soviet
VO_USSR_MainTank_CriticalDamage_01,GeneratedVO/Units/Soviet/VO_USSR_MainTank_CriticalDamage_01.wav,Soviet,USSR_MainTank,CriticalDamage,USSR_MainTank_CriticalDamage_01,45,0,1.0,unit_Soviet
VO_USSR_MainTank_Damaged_01,GeneratedVO/Units/Soviet/VO_USSR_MainTank_Damaged_01.wav,Soviet,USSR_MainTank,Damaged,USSR_MainTank_Damaged_01,25,5,1.0,unit_Soviet
VO_USSR_MainTank_Selected_01,GeneratedVO/Units/Soviet/VO_USSR_MainTank_Selected_01.wav,Soviet,USSR_MainTank,Selected,USSR_MainTank_Selected_01,30,5,1.0,unit_Soviet
VO_USSR_Rifleman_Attack_01,GeneratedVO/Units/Soviet/VO_USSR_Rifleman_Attack_01.wav,Soviet,USSR_Rifleman,Attack,USSR_Rifleman_Attack_01,22,5,1.0,unit_Soviet
VO_USSR_Rifleman_EnemyDestroyed_01,GeneratedVO/Units/Soviet/VO_USSR_Rifleman_EnemyDestroyed_01.wav,Soviet,USSR_Rifleman,EnemyDestroyed,USSR_Rifleman_EnemyDestroyed_01,22,5,1.0,unit_Soviet
VO_USSR_Rifleman_Idle_01,GeneratedVO/Units/Soviet/VO_USSR_Rifleman_Idle_01.wav,Soviet,USSR_Rifleman,Idle,USSR_Rifleman_Idle_01,10,5,1.0,unit_Soviet
VO_USSR_Rifleman_Move_01,GeneratedVO/Units/Soviet/VO_USSR_Rifleman_Move_01.wav,Soviet,USSR_Rifleman,Move,USSR_Rifleman_Move_01,18,5,1.0,unit_Soviet
VO_USSR_Rifleman_Selected_01,GeneratedVO/Units/Soviet/VO_USSR_Rifleman_Selected_01.wav,Soviet,USSR_Rifleman,Selected,USSR_Rifleman_Selected_01,30,5,1.0,unit_Soviet
